element_idx,summarized_text,keywords
424,"Initial training set filtering We tried to remove text occurring in benchmarks from training data by searching for 13-gram overlaps . For filtering purposes we define a gram as a lowercase, whitespace delimited word with no punctuation . Documents split into more than 10 pieces were considered contaminated .","workplace, filtering, whitespace, set"
427,"Originally we removed entire documents given a single collision, but that overly penalized long documents such as books for false positives . An example of a false positive might be a test set based on Wikipedia . We ignored 13- grams that matched more than 10 training documents .","repository, release, documents, collision, gpt-3, entirely, 11, long, single"
428,"We used a variable number of words N to check for overlap for each dataset . For performance reasons, we set a maximum value of 13 for all tasks . Values for N and the amount of data marked as dirty are shown in Table C.1.","spark, apache, benchmark, overlap, methodology"
430,"Test and validation splits had similar contamination levels . Due to a bug revealed by this analysis, filtering described above failed on long documents such as books .","validation, children’s, book, test, filtering"
431,"if the clean score is more than 1% or 2% worse than the overall score, it suggests the model may have overfit to the examples it has seen .","examples, clean, score, clean-only"
432,DROP is a reading comprehension task in which 94% of the examples are dirty . The information required to answer the question is in a passage provided to the model .,"wordscrambling, drop, passage, source, dataset"
437,"""Relative Difference Clean VS All"" shows the percent change in performance between only the clean examples VS all the examples in the benchmark . ""Clean percentage"" is the percent of examples that are clean VS total .","clean, percentage, cle"
443,"T5 uses an encoder-decoder model, only half of the parameters are active for each token during a forward or backwards pass . Then we add a multiplier of dparams dacts similar amount of compute as the 3x .","model, training, encoder-decoder, t5, tokens"
446,97 participants excluded for failing an internet check question . Mean participant age was  38 years old . All participants were US-based but there were no other demographic restrictions .,"internet, check, participation, question"
447,We arbitrarily selected 25 news articles that appeared in newser.com in early 2020 . Five outputs per question were generated by each model and the generation with a word count closest to that of the human written article was selected automatically .,"model, each, procedure, early, output, 2020"
454,Each quiz consisted of 25 articles: half were human written and half were model generated . The order of quiz question was shuffled for each participant . Participants were instructed not to look up the articles or their content during the quiz .,"quiz, question"
455,"Statistical Tests: To compare means on the different runs, we performed a two-sample t-test for independent groups . This was implemented in Python using the scipy  stats  ttest_ind function .","control, two-sample, python, t-test"
461,We recruited 160 unique US-based participants to take part in 2 experiments through Positly . We then used the article titles and Reuters locations to generate completions from GPT-3 175B .,"model, world, control, word, gpt-3, 175b, news"
463,"In Figure F.1, we show four uncurated samples from a prompt suggesting that the model write a poem, with a given title, in the style of Wallace Stevens . Completions were truncated when the model began to write an author heading .","heading, sampling, gpt-3"
465,The City BY C. P. CAVAFY TRANSLATED BY EDMUND KEELEY SOME TREES John Ashbery Shadows on the Way Wallace Stevens Generated Poem 1 Generated poem 3 I must have All is changed . The mind must dwell on those Each step,wood
473,The Gold Coast is located one mile west of Las Vegas Strip on West Flamingo Road . It is located across the street from Palms Casino Resort and Rio All Suite Hotel and Casino .,"neither, nei, gold, coast"
497,"There are three levels within MultiRC: the passage, the questions, and the answers . During evaluation, accuracy is determined at the per-question level . For this reason, we use K to refer to the number of questions shown within the context.","multirc, questions, level"
580,"The second PASCAL recognising textual entailment challenge. 2006. Yonatan Bisk, Ari Holtzman, Bill Dolan, Lisa Ferro, Danilo Giampiccolo, Bernardo Magnini, and Idan Szpektor . ArXiv preprint ar","question, natural, language, answer, y"
582,"In Machine learning challenges. evaluating predictive uncertainty, visual object classification, and recognising textual entailment, pages 177-190. Springer, 2006. Mostafa Dehghani, Stephan Gouws, Oriol Vinyals, Jakob Uszkoreit, and Lu","inference, natural, language, transformers, back-translation"
584,"Deep learning scaling is predictable, empirically . arXiv preprint arxiv:1801.06146, 2018. Sepp Hochreiter, A Steven Younger, and Peter R Conwell. Learning to Learn Using Gradient Descent. In International Conference on Artificial Neural Networks, pages 87-","answering, question, modeling, natural, language, bert"
586,"Xiaodong Liu, Hao Cheng, Pengcheng He, Weizhu Chen, Yu Wang, Hoifung Poon, and Jianfeng Gao . Multilingual denoising pre-training for neural machine translation .","understanding, natural, language, bert, translation"
588,"Bryan McCann, Nitish Shirish Keskar, Caiming Xiong, and Richard Socher . Learned in translation: Contextualized word vectors . A corpus and evaluation framework for deeper understanding of commonsense stories.","natural, language, inference, representation"
590,"In Proceedings of the 2014 conference on empirical methods in natural language processing, 2014. QIANXIN. Sa-net on albert , April 2020. Yusu Qian, Urwa Muaz, Ben Zhang, and Jae Won Hyun. Reducing gender bias in word-level language models with ","bias, model, gender, function, emnlp, language, generation, word-level"
592,"A simple method for commonsense reasoning. In Advances in neural information processing systems, pages 3630-3638, 2016. Rowan Zellers, Ari Holtzman, Yonatan Bisk, Ali Farhadi, Franziska Roesner, and Yejin Choi. Attention is all you need","systems, analysis, analogy, communication, processing, information, technical"
